Method, Min_Attack, Max_Attack, Min_Lift, Max_Lift, Angle_1, Angle_2, Angle_3, Time, Hits, Misses, Fail_0, Fail_1, Fail_2, Fail_3, Fail_4, Avg_Error, Std_Dev, Min_Error, Max_Error, Rng_0%, Rng_1%, Rng_2%, Rng_3%, Rng_4%, Rng_5%, Rng_6%, Rng_7%, Rng_8%, Rng_9%, Rng_10%, Rng_11%, Rng_12%, Rng_13%, Rng_14%, Rng_15%
EC, 30, 60, 100, 200, 0, 29, 305, 3.205399, 1000000, 0, 0, 0, 0, 0, 0, 9.3637e-12, 4.73676e-10, 1.71685e-16, 2.80906e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000600, 0.001400,  0.008100, 0.102500, 26.098000, 63.574900, 9.190900, 0.922600, 0.093000, 0.008000

LT, 30, 60, 100, 200, 0, 45, 65, 1.727752, 1000000, 0, 0, 0, 0, 0, 0, 1.41576e-08, 4.08745e-06, 1.70097e-14, 0.00210051, 0.000000, 0.000000, 0.000500, 0.001200, 0.004000, 0.019000, 0.072700, 0.437900,  3.969500, 43.283500, 45.060000, 6.597200, 0.544900, 0.009600, 0.000000, 0.000000
EC, 30, 60, 100, 200, 0, 45, 65, 3.175429, 1000000, 0, 0, 0, 0, 0, 0, 3.95672e-10, 3.703e-07, 1.38991e-16, 0.000370261, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000300, 0.000400, 0.001800,  0.004900, 0.044600, 53.200600, 41.539600, 4.679600, 0.478900, 0.045600, 0.003600

LT, 30, 60, 100, 200, 0, 77, 270, 1.895576, 1000000, 0, 0, 0, 0, 0, 0, 2.50965e-09, 9.79803e-07, 1.61785e-15, 0.000629255, 0.000000, 0.000000, 0.000000, 0.000500, 0.000900, 0.003800, 0.010100, 0.036100,  0.140300, 0.781200, 7.900200, 63.518000, 25.113800, 2.452800, 0.042300, 0.000000
EC, 30, 60, 100, 200, 0, 77, 270, 3.060640, 1000000, 0, 0, 0, 0, 0, 0, 4.65897e-12, 1.10489e-09, 1.78575e-17, 7.59712e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000700, 0.001600,  0.003800, 0.025000, 0.260700, 56.920200, 38.104100, 4.210700, 0.433700, 0.039500

LT, 30, 60, 100, 200, 0, 93, 189, 1.778330, 999999, 1, 0, 0, 1, 0, 0, 1.07337e-08, 7.1002e-06, 1.25275e-15, 0.00698066, 0.000000, 0.000000, 0.000100, 0.000600, 0.002000, 0.006800, 0.018300, 0.059800,  0.219400, 1.174700, 10.744200, 67.133100, 18.800900, 1.810300, 0.029700, 0.000000
EC, 30, 60, 100, 200, 0, 93, 189, 3.039941, 1000000, 0, 0, 0, 0, 0, 0, 9.74989e-11, 8.44668e-08, 2.61175e-17, 8.40973e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000200, 0.000500, 0.000900,  0.003900, 0.013500, 0.043200, 49.735600, 44.506200, 5.117800, 0.516800, 0.061300

LT, 30, 60, 100, 200, 0, 102, 333, 1.876827, 1000000, 0, 0, 0, 0, 0, 0, 1.65302e-09, 1.25301e-06, 2.59187e-15, 0.0012454, 0.000000, 0.000000, 0.000100, 0.000100, 0.000500, 0.003400, 0.010000, 0.064600,  0.469100, 4.877400, 47.962000, 38.074200, 8.004400, 0.530700, 0.003500, 0.000000
EC, 30, 60, 100, 200, 0, 102, 333, 3.077333, 1000000, 0, 0, 0, 0, 0, 0, 1.42949e-11, 3.82414e-09, 3.28651e-18, 2.75856e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.000400, 0.001300,  0.003700, 0.034200, 27.372200, 62.798700, 8.802000, 0.887700, 0.092300, 0.007300

LT, 30, 60, 100, 200, 0, 68, 201, 1.881623, 999999, 1, 0, 0, 1, 0, 0, 2.461e-09, 8.22357e-07, 3.65693e-16, 0.000488986, 0.000000, 0.000000, 0.000000, 0.000600, 0.001000, 0.003500, 0.012000, 0.042800,  0.186600, 1.106100, 11.505300, 64.524400, 20.640600, 1.941900, 0.035000, 0.000100
EC, 30, 60, 100, 200, 0, 68, 201, 3.060074, 1000000, 0, 0, 0, 0, 0, 0, 1.07562e-11, 8.32585e-09, 4.27888e-18, 8.32433e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.001500,  0.004400, 0.028000, 0.309600, 57.119000, 37.939300, 4.151000, 0.409600, 0.037500

LT, 30, 60, 100, 200, 0, 173, 188, 1.687369, 999996, 4, 0, 0, 4, 0, 0, 3.34855e-07, 0.000236916, 8.67775e-16, 0.23516, 0.000100, 0.000200, 0.001300, 0.003000, 0.009900, 0.042500, 0.146100, 0.289600,  1.089900, 23.085200, 64.917900, 9.564000, 0.827900, 0.021900, 0.000000, 0.000100
EC, 30, 60, 100, 200, 0, 173, 188, 3.051165, 1000000, 0, 0, 0, 0, 0, 0, 2.36241e-11, 2.65229e-11, 1.54303e-16, 6.02893e-09, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,  0.004000, 0.726800, 68.636500, 27.430300, 2.887500, 0.285800, 0.027900, 0.001200

LT, 30, 60, 100, 200, 0, 145, 201, 1.734292, 999998, 2, 0, 1, 1, 0, 0, 2.83929e-08, 1.12153e-05, 1.42418e-15, 0.00716494, 0.000000, 0.000000, 0.000500, 0.001300, 0.002700, 0.007300, 0.029100, 0.096500,  0.363400, 1.819300, 19.078700, 66.463700, 11.179000, 0.950100, 0.008200, 0.000000
EC, 30, 60, 100, 200, 0, 145, 201, 3.034690, 1000000, 0, 0, 0, 0, 0, 0, 5.04369e-11, 3.05748e-08, 4.09377e-17, 2.70854e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.000200, 0.000200, 0.001000,  0.003400, 0.017500, 0.459000, 65.586600, 30.357400, 3.220300, 0.324500, 0.029700

LT, 30, 60, 100, 200, 0, 154, 323, 1.913326, 1000000, 0, 0, 0, 0, 0, 0, 7.71905e-09, 4.29432e-06, 2.16535e-15, 0.00299468, 0.000000, 0.000000, 0.000300, 0.000200, 0.000500, 0.001600, 0.008800, 0.038400,  0.257400, 2.022300, 30.528500, 51.645000, 14.270200, 1.214800, 0.012000, 0.000000
EC, 30, 60, 100, 200, 0, 154, 323, 3.027483, 1000000, 0, 0, 0, 0, 0, 0, 5.72648e-12, 7.7668e-10, 9.84391e-17, 6.15303e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000300, 0.000800,  0.003100, 0.011600, 7.937400, 74.234300, 16.019200, 1.620500, 0.157800, 0.015000

LT, 30, 60, 100, 200, 0, 199, 355, 1.832553, 1000000, 0, 0, 0, 0, 0, 0, 2.66703e-09, 4.48802e-07, 5.81342e-15, 0.00027801, 0.000000, 0.000000, 0.000000, 0.000400, 0.001700, 0.010400, 0.102200, 0.974700,  14.971500, 49.132500, 23.564900, 9.334000, 1.881000, 0.026500, 0.000200, 0.000000
EC, 30, 60, 100, 200, 0, 199, 355, 3.047826, 1000000, 0, 0, 0, 0, 0, 0, 2.2651e-10, 1.18876e-08, 7.75213e-16, 1.09228e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000300, 0.000400, 0.001000,  0.283300, 65.338400, 30.742500, 3.268100, 0.330800, 0.031400, 0.003500, 0.000200

LT, 30, 60, 100, 200, 0, 1, 2, 1.788981, 999968, 32, 0, 3, 29, 0, 0, 0.0413101, 0.0716602, 1.6219e-11, 0.683794, 16.853200, 21.883300, 5.985100, 14.356200, 25.906000, 9.526300, 3.566700, 1.568600,  0.322100, 0.028600, 0.000700, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
EC, 30, 60, 100, 200, 0, 1, 2, 3.499445, 999998, 2, 0, 0, 2, 0, 0, 2.02065e-06, 2.68291e-06, 1.87648e-12, 0.000829911, 0.000000, 0.000000, 0.000000, 0.001900, 1.411600, 53.923300, 35.209600, 7.853000,  1.435500, 0.152200, 0.012400, 0.000300, 0.000000, 0.000000, 0.000000, 0.000000


LT, 30, 60, 1000, 2000, 0, 80, 230, 1.830511, 999997, 3, 0, 2, 1, 0, 0, 6.52515e-09, 1.25176e-06, 1.64394e-14, 0.000576713, 0.000000, 0.000000, 0.000000, 0.001200, 0.004600, 0.014700, 0.080300, 0.573900,  6.145200, 63.504900, 26.651800, 2.761800, 0.256700, 0.004600, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 80, 230, 3.045635, 1000000, 0, 0, 0, 0, 0, 0, 1.50956e-10, 1.14479e-08, 3.49185e-16, 8.64934e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.000300, 0.000300,  0.013300, 50.397100, 44.070400, 4.983500, 0.480300, 0.049100, 0.005000, 0.000300

LT, 30, 60, 1000, 2000, 0, 70, 300, 1.877441, 999992, 8, 0, 3, 5, 0, 0, 5.02665e-09, 7.89492e-07, 3.69082e-14, 0.000362311, 0.000000, 0.000000, 0.000000, 0.000900, 0.004100, 0.014900, 0.115500, 0.941200,  18.260400, 62.621400, 16.272900, 1.621600, 0.144500, 0.001800, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 70, 300, 3.064654, 1000000, 0, 0, 0, 0, 0, 0, 2.46297e-10, 7.08725e-09, 8.59535e-16, 5.23684e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.001200, 0.002400,  0.482800, 69.312500, 27.086300, 2.796000, 0.284700, 0.031300, 0.002300, 0.000100

LT, 30, 60, 1000, 2000, 0, 33, 65, 1.786405, 999988, 12, 0, 3, 9, 0, 0, 4.83086e-08, 1.03299e-05, 5.18569e-14, 0.00971517, 0.000000, 0.000000, 0.000300, 0.003000, 0.025400, 0.213900, 2.111300, 33.442300,  51.265400, 11.657700, 1.170400, 0.106300, 0.002700, 0.000100, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 33, 65, 3.119586, 1000000, 0, 0, 0, 0, 0, 0, 8.42963e-10, 2.05172e-08, 1.03142e-15, 2.03636e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000200, 0.001200, 0.014800,  30.443700, 60.802500, 7.863200, 0.785200, 0.080100, 0.008100, 0.000900, 0.000000

LT, 30, 60, 1000, 2000, 0, 30, 200, 1.886372, 999999, 1, 0, 0, 1, 0, 0, 8.54402e-09, 2.02425e-06, 4.4745e-14, 0.00175208, 0.000000, 0.000000, 0.000100, 0.000700, 0.003800, 0.035300, 0.264400, 2.592400,  38.989800, 44.924300, 11.885900, 1.215400, 0.087200, 0.000600, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 30, 200, 3.058415, 1000000, 0, 0, 0, 0, 0, 0, 5.94386e-10, 6.79092e-10, 1.65077e-16, 2.59796e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000600, 0.000700,  17.935000, 69.994700, 10.842200, 1.108700, 0.105800, 0.011000, 0.001100, 0.000200

LT, 30, 60, 1000, 2000, 0, 130, 250, 1.854914, 999997, 3, 0, 0, 3, 0, 0, 3.08663e-08, 2.12846e-05, 2.01797e-14, 0.0211903, 0.000000, 0.000100, 0.000100, 0.002100, 0.006000, 0.014800, 0.075100, 0.497100,  4.594300, 62.476100, 29.020700, 3.027400, 0.280900, 0.005000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 130, 250, 3.042748, 1000000, 0, 0, 0, 0, 0, 0, 7.83805e-10, 6.71615e-07, 1.20618e-16, 0.000671612, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000100, 0.000400, 0.002100,  0.017800, 42.549200, 50.789300, 5.980400, 0.589300, 0.064100, 0.006300, 0.000900

LT, 30, 60, 1000, 2000, 0, 24, 55, 1.751984, 999987, 13, 0, 5, 8, 0, 0, 5.86749e-08, 2.56366e-06, 1.62574e-13, 0.000999529, 0.000000, 0.000000, 0.000000, 0.003700, 0.036000, 0.337400, 4.640600, 49.705500,  36.700400, 7.731300, 0.776700, 0.065900, 0.001200, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 24, 55, 3.173532, 1000000, 0, 0, 0, 0, 0, 0, 1.94461e-09, 5.37362e-07, 1.5311e-15, 0.000472258, 0.000000, 0.000000, 0.000000, 0.000200, 0.000000, 0.000400, 0.000500, 0.001600,  47.005600, 47.008800, 5.370500, 0.550800, 0.056200, 0.005100, 0.000300, 0.000000

LT, 30, 60, 1000, 2000, 0, 190, 210, 1.789637, 999984, 16, 0, 3, 13, 0, 0, 6.74685e-08, 1.82197e-05, 9.14711e-14, 0.0175193, 0.000000, 0.000100, 0.001000, 0.007600, 0.027900, 0.107900, 0.592900, 9.518100,  71.416000, 16.554800, 1.619500, 0.146500, 0.006000, 0.000100, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 190, 210, 3.038306, 1000000, 0, 0, 0, 0, 0, 0, 1.29424e-09, 4.94998e-09, 1.91533e-15, 4.81212e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000300, 0.001600,  49.831100, 44.622400, 4.989400, 0.495200, 0.052800, 0.006400, 0.000700, 0.000000

LT, 30, 60, 1000, 2000, 0, 42, 244, 1.885486, 999996, 4, 0, 0, 4, 0, 0, 1.69299e-08, 8.44474e-06, 4.37083e-14, 0.00811429, 0.000000, 0.000000, 0.000300, 0.000900, 0.003200, 0.023700, 0.186000, 1.640200,  24.658300, 57.178300, 14.696600, 1.492100, 0.118700, 0.001300, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 42, 244, 3.065893, 1000000, 0, 0, 0, 0, 0, 0, 1.00411e-08, 9.70827e-06, 4.08819e-16, 0.00970827, 0.000000, 0.000000, 0.000100, 0.000000, 0.000000, 0.000100, 0.000700, 0.003900,  3.202000, 75.215700, 19.403300, 1.959300, 0.192800, 0.020500, 0.001400, 0.000200

LT, 30, 60, 1000, 2000, 0, 255, 315, 1.721498, 999994, 6, 0, 1, 5, 0, 0, 3.23232e-08, 1.50065e-05, 1.02946e-13, 0.013964, 0.000000, 0.000100, 0.000200, 0.001200, 0.008000, 0.061000, 0.482400, 5.204400,  49.401400, 38.908800, 5.382300, 0.516100, 0.033500, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 255, 315, 3.124287, 1000000, 0, 0, 0, 0, 0, 0, 3.71988e-10, 1.24352e-08, 3.11114e-16, 1.21106e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.000500, 0.003600,  4.355400, 75.673100, 17.940900, 1.818500, 0.187700, 0.018300, 0.001700, 0.000100

LT, 30, 60, 1000, 2000, 0, 72, 232, 1.866539, 999997, 3, 0, 1, 2, 0, 0, 1.17711e-08, 4.83979e-06, 1.66831e-14, 0.003649, 0.000000, 0.000000, 0.000300, 0.000700, 0.003300, 0.015700, 0.082800, 0.659000,  7.304300, 64.236100, 24.906200, 2.551400, 0.235000, 0.004900, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 72, 232, 3.047701, 1000000, 0, 0, 0, 0, 0, 0, 1.72484e-10, 2.47074e-08, 2.36999e-16, 2.46814e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000200, 0.000900,  0.014700, 54.798900, 40.271100, 4.415900, 0.448500, 0.044200, 0.004900, 0.000600

LT, 30, 60, 1000, 2000, 0, 175, 184, 1.668521, 999953, 47, 0, 9, 38, 0, 0, 3.87251e-07, 8.45703e-05, 3.41913e-13, 0.0515335, 0.000000, 0.000600, 0.003900, 0.021800, 0.080500, 0.213800, 0.835900, 59.981000,  34.857000, 3.648700, 0.327100, 0.024600, 0.000400, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 175, 184, 3.055843, 1000000, 0, 0, 0, 0, 0, 0, 6.24684e-09, 5.38657e-09, 6.68483e-15, 5.27194e-08, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 19.819400,  68.762000, 10.275100, 1.028600, 0.105300, 0.008500, 0.001000, 0.000100, 0.000000

LT, 30, 60, 1000, 2000, 0, 2, 7, 1.800348, 999917, 83, 0, 23, 60, 0, 0, 7.10733e-05, 0.00133912, 1.21546e-11, 0.646162, 0.001800, 0.015700, 0.168400, 19.732600, 50.799100, 20.359200, 6.899900, 1.783300,  0.210200, 0.020900, 0.000600, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 2, 7, 3.353655, 1000000, 0, 0, 0, 0, 0, 0, 1.3494e-07, 1.16815e-07, 2.43201e-13, 5.6009e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.006200, 51.713800, 42.915400,  4.828300, 0.482000, 0.048400, 0.005000, 0.000900, 0.000000, 0.000000, 0.000000

LT, 30, 60, 1000, 2000, 0, 14, 191, 1.858940, 999999, 1, 0, 0, 1, 0, 0, 2.2303e-08, 1.94021e-06, 1.0793e-13, 0.00125681, 0.000000, 0.000000, 0.000100, 0.001900, 0.012300, 0.120900, 1.146900, 19.644700,  48.353300, 24.222000, 5.878600, 0.593100, 0.026100, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 14, 191, 3.054734, 1000000, 0, 0, 0, 0, 0, 0, 2.5988e-09, 2.39146e-09, 3.80019e-16, 7.42458e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000300, 1.062600,  72.015300, 24.160500, 2.481300, 0.248600, 0.029000, 0.002300, 0.000000, 0.000100

LT, 30, 60, 1000, 2000, 0, 29, 305, 1.761813, 999989, 11, 0, 2, 9, 0, 0, 1.00719e-08, 9.29147e-07, 8.90321e-14, 0.00072927, 0.000000, 0.000000, 0.000000, 0.000600, 0.005900, 0.048400, 0.435600, 9.768200,  56.200400, 28.893500, 4.225700, 0.397800, 0.022700, 0.000100, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 29, 305, 3.148892, 1000000, 0, 0, 0, 0, 0, 0, 7.09373e-10, 5.41394e-09, 2.33911e-15, 5.34538e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000600, 0.002200,  24.339500, 65.462200, 9.171900, 0.923800, 0.090200, 0.009000, 0.000500, 0.000000

LT, 30, 60, 1000, 2000, 0, 45, 65, 1.726942, 999977, 23, 0, 5, 18, 0, 0, 9.52802e-08, 2.41351e-05, 4.85761e-13, 0.0207206, 0.000000, 0.000200, 0.000400, 0.005800, 0.040900, 0.347100, 3.703300, 42.508100,  45.844700, 6.823000, 0.668200, 0.055500, 0.000500, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 45, 65, 3.163866, 1000000, 0, 0, 0, 0, 0, 0, 2.02126e-09, 4.83683e-07, 1.02085e-15, 0.000467735, 0.000000, 0.000000, 0.000000, 0.000200, 0.000100, 0.000000, 0.000400, 0.003700,  53.037000, 41.808700, 4.632700, 0.466500, 0.044900, 0.004700, 0.001100, 0.000000

LT, 30, 60, 1000, 2000, 0, 77, 270, 1.888993, 999996, 4, 0, 0, 4, 0, 0, 3.20017e-09, 8.60396e-07, 2.64431e-14, 0.000745322, 0.000000, 0.000000, 0.000000, 0.000300, 0.002400, 0.013900, 0.069300, 0.529200,  6.339800, 64.481900, 25.672000, 2.651000, 0.235500, 0.004300, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 77, 270, 3.043392, 1000000, 0, 0, 0, 0, 0, 0, 1.56458e-10, 1.74844e-09, 8.87377e-16, 1.28559e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.000100, 0.001000,  0.018000, 56.680400, 38.622300, 4.206800, 0.422500, 0.043900, 0.004700, 0.000100

LT, 30, 60, 1000, 2000, 0, 93, 189, 1.778835, 999996, 4, 0, 0, 4, 0, 0, 1.9589e-08, 5.4856e-06, 2.5853e-14, 0.00331059, 0.000000, 0.000000, 0.000400, 0.002000, 0.004900, 0.019200, 0.117900, 0.817400,  9.217000, 68.036800, 19.636700, 1.968900, 0.176400, 0.002000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 93, 189, 3.038058, 1000000, 0, 0, 0, 0, 0, 0, 1.28339e-10, 3.74906e-10, 5.20984e-17, 3.12619e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.001200,  0.005500, 49.643800, 44.749400, 5.046800, 0.503300, 0.045600, 0.004000, 0.000200

LT, 30, 60, 1000, 2000, 0, 102, 333, 1.875992, 999998, 2, 0, 1, 1, 0, 0, 2.34391e-08, 7.13755e-06, 6.79733e-14, 0.00511201, 0.000000, 0.000000, 0.000400, 0.000900, 0.006700, 0.043600, 0.411000, 4.595700,  47.691400, 38.010400, 8.359800, 0.825000, 0.054600, 0.000300, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 102, 333, 3.061877, 1000000, 0, 0, 0, 0, 0, 0, 7.46887e-10, 1.05755e-08, 2.27394e-15, 1.0428e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.000700, 0.001300,  26.132200, 64.107200, 8.792900, 0.870700, 0.085000, 0.008800, 0.001000, 0.000000

LT, 30, 60, 1000, 2000, 0, 68, 201, 1.876144, 1000000, 0, 0, 0, 0, 0, 0, 7.27926e-09, 2.3427e-06, 2.59713e-14, 0.00191248, 0.000000, 0.000000, 0.000200, 0.000600, 0.003800, 0.017800, 0.108600, 0.858400,  10.025500, 65.126400, 21.484700, 2.184000, 0.185600, 0.004400, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 68, 201, 3.060220, 1000000, 0, 0, 0, 0, 0, 0, 1.59961e-10, 2.04207e-09, 3.49829e-16, 1.65768e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000700, 0.001200,  0.016900, 57.182000, 38.187000, 4.148800, 0.412000, 0.046900, 0.004000, 0.000400

LT, 30, 60, 1000, 2000, 0, 173, 188, 1.685035, 999972, 28, 0, 5, 23, 0, 0, 1.16876e-07, 2.06808e-05, 4.77803e-13, 0.0115322, 0.000000, 0.000100, 0.001900, 0.008600, 0.036400, 0.171500, 0.429100, 21.509800,  66.685800, 10.118400, 0.946300, 0.086900, 0.002400, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 173, 188, 3.066671, 1000000, 0, 0, 0, 0, 0, 0, 2.26775e-09, 1.9589e-09, 6.12142e-16, 6.05392e-08, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.447000,  68.916900, 27.472200, 2.850700, 0.283600, 0.027000, 0.002000, 0.000500, 0.000100

LT, 30, 60, 1000, 2000, 0, 145, 201, 1.730892, 999997, 3, 0, 2, 1, 0, 0, 2.90365e-08, 8.45871e-06, 3.90845e-14, 0.00756769, 0.000000, 0.000000, 0.000600, 0.002400, 0.009300, 0.029300, 0.138100, 0.826700,  17.950500, 68.152800, 11.652700, 1.137000, 0.099600, 0.000700, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 145, 201, 3.040753, 1000000, 0, 0, 0, 0, 0, 0, 9.58931e-10, 7.30218e-07, 4.58205e-17, 0.000730002, 0.000000, 0.000000, 0.000000, 0.000100, 0.000200, 0.000100, 0.000200, 0.000700,  0.180800, 65.808500, 30.472700, 3.172500, 0.326400, 0.033800, 0.003600, 0.000400

LT, 30, 60, 1000, 2000, 0, 154, 323, 1.906275, 999997, 3, 0, 0, 3, 0, 0, 2.69819e-08, 2.08441e-05, 2.12194e-14, 0.020826, 0.000000, 0.000100, 0.000000, 0.001200, 0.002900, 0.025700, 0.195800, 1.848700,  29.752300, 51.674800, 14.834300, 1.546000, 0.116900, 0.001000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 154, 323, 3.025207, 1000000, 0, 0, 0, 0, 0, 0, 4.0759e-10, 4.46974e-09, 1.89405e-16, 4.43699e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000200, 0.001100,  6.781200, 75.548000, 15.880900, 1.612300, 0.158500, 0.016100, 0.001300, 0.000300

LT, 30, 60, 1000, 2000, 0, 199, 355, 1.829304, 999995, 5, 0, 1, 4, 0, 0, 3.07782e-07, 0.000139217, 2.28053e-13, 0.137577, 0.000100, 0.000100, 0.001000, 0.011500, 0.090500, 0.939300, 14.228900, 49.656400,  23.508500, 9.215500, 2.155400, 0.190300, 0.002000, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 199, 355, 3.051059, 1000000, 0, 0, 0, 0, 0, 0, 2.01848e-08, 1.7439e-08, 4.12108e-15, 7.27964e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.188400, 65.699200,  30.533200, 3.214000, 0.332400, 0.029900, 0.002500, 0.000300, 0.000100, 0.000000

LT, 30, 60, 1000, 2000, 0, 1, 2, 1.795494, 999452, 548, 0, 122, 426, 0, 0, 0.00539818, 0.0105359, 7.5934e-10, 0.978853, 0.066000, 17.466000, 47.535400, 22.853200, 8.495100, 2.920800, 0.561000, 0.042100,  0.005500, 0.000100, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
EC, 30, 60, 1000, 2000, 0, 1, 2, 3.433645, 1000000, 0, 0, 0, 0, 0, 0, 2.91716e-06, 5.41154e-05, 2.14707e-11, 0.0535506, 0.000000, 0.000100, 0.001000, 0.043100, 3.339400, 63.950600, 29.161800, 3.163800,  0.306800, 0.029800, 0.003600, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000



LT, 60, 90, 10, 20, 0, 80, 230, 1.820730, 1000000, 0, 0, 0, 0, 0, 0, 4.65105e-11, 1.80242e-08, 0, 1.68226e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000600, 0.003200, 0.009300,  0.029300, 0.095200, 0.383100, 1.852700, 12.960300, 61.082000, 22.878700, 0.705500
EC, 60, 90, 10, 20, 0, 80, 230, 3.083825, 1000000, 0, 0, 0, 0, 0, 0, 1.67773e-06, 0.000387378, 0, 0.225621, 0.000400, 0.002300, 0.002000, 0.007000, 0.009000, 0.015400, 0.031700, 0.059300,  0.123000, 0.533100, 1.940300, 5.804100, 13.988600, 50.202700, 25.673800, 1.607300

LT, 60, 90, 10, 20, 0, 70, 300, 1.875418, 1000000, 0, 0, 0, 0, 0, 0, 1.89883e-10, 9.47512e-08, 0, 7.57132e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000300, 0.001100, 0.001800, 0.006600,  0.021700, 0.085100, 0.360400, 2.342400, 22.606800, 60.238800, 14.073700, 0.261300
EC, 60, 90, 10, 20, 0, 70, 300, 3.097396, 999986, 14, 0, 14, 0, 0, 0, 2.46832e-05, 0.00335938, 0, 0.967067, 0.005000, 0.009200, 0.009900, 0.021500, 0.034500, 0.066700, 0.124400, 0.213000,  0.491500, 1.065900, 2.399000, 4.683600, 9.761500, 59.873100, 19.805200, 1.434600

LT, 60, 90, 10, 20, 0, 33, 65, 1.789626, 1000000, 0, 0, 0, 0, 0, 0, 4.40743e-08, 4.31267e-05, 2.7391e-16, 0.0431226, 0.000000, 0.000100, 0.000000, 0.000100, 0.000900, 0.001600, 0.005000, 0.021600,  0.079000, 0.399300, 2.885700, 35.733300, 49.984000, 10.489600, 0.398300, 0.001500
