Method, Min_Attack, Max_Attack, Min_Lift, Max_Lift, Angle_1, Angle_2, Angle_3, Time, Hits, Misses, Fail_0, Fail_1, Fail_2, Fail_3, Fail_4, Avg_Error, Std_Dev, Min_Error, Max_Error, Rng_0%, Rng_1%, Rng_2%, Rng_3%, Rng_4%, Rng_5%, Rng_6%, Rng_7%, Rng_8%, Rng_9%, Rng_10%, Rng_11%, Rng_12%, Rng_13%, Rng_14%, Rng_15%
LT, 30, 60, 10, 20, 0, 80, 230, 1.823681, 1000000, 0, 0, 0, 0, 0, 0, 6.40812e-09, 6.17215e-06, 0, 0.00616962, 0.000000, 0.000000, 0.000100, 0.000100, 0.000100, 0.001200, 0.003700, 0.011900,  0.035400, 0.112100, 0.425000, 1.884100, 13.097200, 61.377900, 22.607100, 0.444100
EC, 30, 60, 10, 20, 0, 80, 230, 3.065754, 1000000, 0, 0, 0, 0, 0, 0, 1.03425e-12, 4.43353e-10, 0, 4.20318e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.001200,  0.003000, 0.015700, 0.077800, 0.691300, 4.460100, 53.975100, 37.570200, 3.205500

LT, 30, 60, 10, 20, 0, 70, 300, 1.893857, 1000000, 0, 0, 0, 0, 0, 0, 2.6823e-09, 2.56895e-06, 0, 0.0025683, 0.000000, 0.000000, 0.000100, 0.000000, 0.000200, 0.001000, 0.002700, 0.007200,  0.023900, 0.096000, 0.396000, 2.397100, 22.460000, 61.074800, 13.382600, 0.158400
EC, 30, 60, 10, 20, 0, 70, 300, 3.076519, 1000000, 0, 0, 0, 0, 0, 0, 1.9016e-11, 1.15243e-08, 0, 1.03107e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000200, 0.000500, 0.001300,  0.004000, 0.017600, 0.084900, 0.541600, 4.868200, 67.877600, 24.521400, 2.082600

LT, 30, 60, 10, 20, 0, 33, 65, 1.796478, 1000000, 0, 0, 0, 0, 0, 0, 3.19285e-10, 1.19035e-07, 7.109e-16, 9.9019e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000700, 0.001400, 0.007100, 0.020600,  0.083900, 0.409000, 2.928000, 36.033400, 50.146900, 10.097300, 0.271000, 0.000700
EC, 30, 60, 10, 20, 0, 33, 65, 3.126986, 1000000, 0, 0, 0, 0, 0, 0, 1.85267e-11, 8.8552e-09, 3.54115e-17, 7.29668e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.000500, 0.002100,  0.008700, 0.058900, 0.494700, 2.556500, 37.471900, 52.507000, 6.596600, 0.302700

LT, 30, 60, 10, 20, 0, 30, 200, 1.887549, 1000000, 0, 0, 0, 0, 0, 0, 2.90846e-10, 1.56176e-07, 1.53829e-16, 0.000123697, 0.000000, 0.000000, 0.000000, 0.000100, 0.000200, 0.000600, 0.002300, 0.007500,  0.027800, 0.134000, 0.936500, 5.906100, 40.330900, 44.692700, 7.890200, 0.071100
EC, 30, 60, 10, 20, 0, 30, 200, 3.073458, 1000000, 0, 0, 0, 0, 0, 0, 7.49263e-11, 6.89281e-08, 4.21338e-18, 6.88657e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000300, 0.000300, 0.000900,  0.003100, 0.009800, 0.049100, 0.398500, 21.651600, 66.776600, 10.451000, 0.658700

LT, 30, 60, 10, 20, 0, 130, 250, 1.850761, 1000000, 0, 0, 0, 0, 0, 0, 3.62034e-10, 1.64915e-07, 4.61192e-17, 0.000141092, 0.000000, 0.000000, 0.000000, 0.000100, 0.000400, 0.001800, 0.003100, 0.012900,  0.038200, 0.133800, 0.493700, 2.466900, 9.614300, 61.829900, 24.923100, 0.481800
EC, 30, 60, 10, 20, 0, 130, 250, 3.066137, 1000000, 0, 0, 0, 0, 0, 0, 2.04193e-11, 1.21527e-08, 0, 8.80833e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.000600, 0.001100,  0.008500, 0.028400, 0.110800, 0.721500, 3.678700, 47.433000, 43.818300, 4.198900

LT, 30, 60, 10, 20, 0, 24, 55, 1.749106, 1000000, 0, 0, 0, 0, 0, 0, 1.72368e-09, 1.28878e-06, 8.54124e-16, 0.00127736, 0.000000, 0.000000, 0.000100, 0.000100, 0.000700, 0.001800, 0.006500, 0.021300,  0.089500, 0.534000, 5.647000, 51.237900, 36.018000, 6.319800, 0.123200, 0.000100
EC, 30, 60, 10, 20, 0, 24, 55, 3.180611, 1000000, 0, 0, 0, 0, 0, 0, 1.80857e-11, 1.48604e-08, 4.32614e-18, 1.47407e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.000100, 0.001600,  0.006900, 0.023000, 0.152500, 1.336000, 49.339100, 43.811300, 5.053700, 0.275600

LT, 30, 60, 10, 20, 0, 190, 210, 1.785622, 1000000, 0, 0, 0, 0, 0, 0, 2.65918e-08, 1.88293e-05, 5.44708e-16, 0.0183365, 0.000000, 0.000100, 0.000100, 0.001000, 0.001700, 0.009900, 0.021700, 0.072700,  0.244400, 0.836300, 3.735700, 14.749900, 65.801300, 14.058500, 0.465500, 0.001200
EC, 30, 60, 10, 20, 0, 190, 210, 3.051348, 1000000, 0, 0, 0, 0, 0, 0, 1.38899e-12, 7.15636e-10, 1.31108e-17, 6.48263e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.000700,  0.002700, 0.008800, 0.037000, 0.274200, 50.446300, 43.991400, 5.007600, 0.231100

LT, 30, 60, 10, 20, 0, 42, 244, 1.890700, 1000000, 0, 0, 0, 0, 0, 0, 1.18617e-08, 8.31254e-06, 0, 0.00627532, 0.000000, 0.000000, 0.000200, 0.000000, 0.000400, 0.000800, 0.002800, 0.007300,  0.026700, 0.109100, 0.562700, 3.961500, 28.575500, 55.495600, 11.119200, 0.138200
EC, 30, 60, 10, 20, 0, 42, 244, 3.086953, 1000000, 0, 0, 0, 0, 0, 0, 1.09734e-11, 4.71872e-09, 0, 3.40449e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.000500, 0.002200,  0.006500, 0.025800, 0.123200, 0.801700, 9.312300, 71.122300, 17.390400, 1.214700

LT, 30, 60, 10, 20, 0, 255, 315, 1.724448, 1000000, 0, 0, 0, 0, 0, 0, 1.98993e-10, 6.69483e-08, 1.83654e-16, 5.23513e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000500, 0.001400, 0.005300, 0.016100,  0.051800, 0.185800, 0.929100, 6.892900, 52.897200, 35.908100, 3.098000, 0.013800
EC, 30, 60, 10, 20, 0, 255, 315, 3.130768, 1000000, 0, 0, 0, 0, 0, 0, 5.95709e-12, 3.7372e-09, 0, 3.69999e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000500, 0.002000,  0.006900, 0.028800, 0.264400, 2.294000, 14.614100, 67.446700, 14.476400, 0.866100

LT, 30, 60, 10, 20, 0, 72, 232, 1.866784, 1000000, 0, 0, 0, 0, 0, 0, 9.86434e-09, 9.67863e-06, 0, 0.00967837, 0.000000, 0.000000, 0.000100, 0.000000, 0.000400, 0.001100, 0.003200, 0.010600,  0.035400, 0.116100, 0.410500, 2.003600, 14.100600, 62.069800, 20.858400, 0.390200
EC, 30, 60, 10, 20, 0, 72, 232, 3.070977, 1000000, 0, 0, 0, 0, 0, 0, 3.71094e-12, 2.05937e-09, 0, 1.9682e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000300, 0.001800,  0.004500, 0.014500, 0.080200, 0.706900, 4.528500, 57.208200, 34.610300, 2.844700

LT, 30, 60, 10, 20, 0, 175, 184, 1.678032, 1000000, 0, 0, 0, 0, 0, 0, 9.39951e-08, 4.48329e-05, 1.93244e-15, 0.0354125, 0.000000, 0.000200, 0.000700, 0.002500, 0.006600, 0.022000, 0.084300, 0.191200,  0.471600, 1.631600, 6.447800, 61.105700, 28.286800, 1.735600, 0.013400, 0.000000
EC, 30, 60, 10, 20, 0, 175, 184, 3.058670, 1000000, 0, 0, 0, 0, 0, 0, 7.7532e-13, 1.19563e-11, 0, 8.67999e-09, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000,  0.000800, 0.012000, 0.149500, 22.222500, 66.574200, 10.238400, 0.783600, 0.019000

LT, 30, 60, 10, 20, 0, 2, 7, 1.797082, 999998, 2, 0, 1, 1, 0, 0, 5.12388e-07, 9.61266e-07, 7.93947e-14, 0.00051755, 0.000000, 0.000000, 0.000000, 0.000400, 0.001600, 17.073100, 44.288300, 21.952000,  8.346600, 4.163000, 3.128800, 1.021100, 0.024800, 0.000100, 0.000000, 0.000000
EC, 30, 60, 10, 20, 0, 2, 7, 3.363882, 1000000, 0, 0, 0, 0, 0, 0, 1.19588e-10, 5.77273e-08, 1.6359e-15, 5.44722e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.000100, 0.001200, 0.016700,  0.341700, 3.591500, 60.814300, 31.550200, 3.438600, 0.243300, 0.002200, 0.000000

LT, 30, 60, 10, 20, 0, 14, 191, 1.877006, 1000000, 0, 0, 0, 0, 0, 0, 8.94783e-11, 4.18709e-08, 3.18633e-16, 2.84295e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000300, 0.000300, 0.001500, 0.010300,  0.074400, 0.681500, 3.180200, 20.736200, 47.916800, 25.090900, 2.295900, 0.011700
EC, 30, 60, 10, 20, 0, 14, 191, 3.069867, 1000000, 0, 0, 0, 0, 0, 0, 1.79384e-11, 1.64656e-08, 7.29448e-17, 1.64544e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000300, 0.000500,  0.002300, 0.008900, 0.041300, 2.193400, 71.127300, 24.149900, 2.416000, 0.060000

LT, 30, 60, 10, 20, 0, 29, 305, 1.766579, 1000000, 0, 0, 0, 0, 0, 0, 6.12002e-11, 2.68364e-08, 2.67587e-16, 2.49444e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.001000, 0.001600, 0.008000,  0.029100, 0.144600, 0.966200, 12.348200, 56.994300, 27.159100, 2.336300, 0.011500
EC, 30, 60, 10, 20, 0, 29, 305, 3.151984, 1000000, 0, 0, 0, 0, 0, 0, 1.16103e-11, 9.90743e-09, 0, 9.89672e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000400, 0.001700,  0.004500, 0.025800, 0.160900, 1.467500, 30.365400, 59.254100, 8.197200, 0.522400

LT, 30, 60, 10, 20, 0, 45, 65, 1.740665, 1000000, 0, 0, 0, 0, 0, 0, 1.48603e-09, 6.39031e-07, 7.20189e-16, 0.000437798, 0.000000, 0.000000, 0.000000, 0.000300, 0.000700, 0.004100, 0.011600, 0.040100,  0.158900, 0.687300, 4.973000, 45.387200, 43.284500, 5.359700, 0.092300, 0.000300
EC, 30, 60, 10, 20, 0, 45, 65, 3.170384, 1000000, 0, 0, 0, 0, 0, 0, 3.23841e-11, 2.65348e-08, 4.58883e-18, 2.6333e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.000600, 0.001000,  0.005200, 0.017900, 0.093000, 0.783100, 54.025900, 40.285300, 4.521900, 0.265900

LT, 30, 60, 10, 20, 0, 77, 270, 1.949511, 1000000, 0, 0, 0, 0, 0, 0, 4.81135e-08, 4.79114e-05, 0, 0.0479114, 0.000000, 0.000100, 0.000000, 0.000000, 0.000600, 0.001100, 0.003100, 0.010000,  0.032200, 0.098400, 0.395100, 2.098500, 11.702100, 63.318800, 21.952800, 0.387200
EC, 30, 60, 10, 20, 0, 77, 270, 3.248978, 1000000, 0, 0, 0, 0, 0, 0, 3.14519e-11, 2.95678e-08, 0, 2.95603e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000500, 0.001200,  0.004400, 0.014300, 0.061200, 0.425600, 3.131500, 58.533700, 34.646200, 3.181300

LT, 30, 60, 10, 20, 0, 93, 189, 1.782321, 1000000, 0, 0, 0, 0, 0, 0, 2.43428e-09, 2.06598e-06, 0, 0.00205669, 0.000000, 0.000000, 0.000100, 0.000100, 0.000400, 0.000900, 0.005100, 0.017900,  0.049300, 0.164700, 0.577800, 2.493100, 16.513300, 63.417100, 16.485200, 0.275000
EC, 30, 60, 10, 20, 0, 93, 189, 3.186002, 1000000, 0, 0, 0, 0, 0, 0, 4.98633e-11, 2.32395e-08, 0, 1.57708e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000200, 0.000300, 0.000400, 0.000900,  0.005000, 0.011300, 0.042100, 0.130800, 0.472700, 52.310200, 43.120400, 3.905700

LT, 30, 60, 10, 20, 0, 102, 333, 1.878092, 1000000, 0, 0, 0, 0, 0, 0, 2.29203e-11, 8.47823e-09, 1.81158e-16, 6.25521e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000500, 0.001800, 0.007100,  0.021600, 0.101400, 0.646500, 5.730800, 49.683100, 38.531800, 5.242600, 0.032800
EC, 30, 60, 10, 20, 0, 102, 333, 3.080237, 1000000, 0, 0, 0, 0, 0, 0, 8.43656e-11, 8.21168e-08, 0, 8.21116e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000300, 0.001600,  0.005100, 0.019600, 0.084000, 0.609000, 29.572400, 60.700800, 8.409500, 0.597600

LT, 30, 60, 10, 20, 0, 68, 201, 1.885706, 1000000, 0, 0, 0, 0, 0, 0, 3.4699e-10, 1.94433e-07, 0, 0.000145535, 0.000000, 0.000000, 0.000000, 0.000200, 0.000100, 0.001000, 0.003600, 0.011700,  0.033900, 0.120700, 0.478200, 2.376200, 17.264100, 61.992800, 17.417100, 0.300400
EC, 30, 60, 10, 20, 0, 68, 201, 3.095897, 1000000, 0, 0, 0, 0, 0, 0, 6.11901e-12, 5.27065e-09, 0, 5.2527e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.000900,  0.003200, 0.014100, 0.058600, 0.450700, 3.452900, 59.054000, 34.018900, 2.946500

LT, 30, 60, 10, 20, 0, 173, 188, 1.693036, 999999, 1, 0, 0, 1, 0, 0, 1.64525e-08, 5.8252e-06, 1.04132e-15, 0.00363562, 0.000000, 0.000000, 0.000400, 0.001200, 0.003200, 0.009400, 0.041600, 0.151600,  0.263200, 0.943300, 3.241800, 28.458800, 59.130100, 7.609900, 0.145400, 0.000000
EC, 30, 60, 10, 20, 0, 173, 188, 3.264441, 1000000, 0, 0, 0, 0, 0, 0, 3.37207e-13, 1.69718e-11, 0, 1.55955e-08, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100,  0.000400, 0.008900, 0.094400, 1.945700, 68.621100, 26.755100, 2.484100, 0.090200

LT, 30, 60, 10, 20, 0, 145, 201, 1.757833, 1000000, 0, 0, 0, 0, 0, 0, 9.58932e-09, 8.30912e-06, 4.10279e-17, 0.00829972, 0.000000, 0.000000, 0.000100, 0.000400, 0.001200, 0.002400, 0.009800, 0.027300,  0.089600, 0.331400, 1.407700, 3.427400, 23.377400, 62.138100, 9.110500, 0.076700
EC, 30, 60, 10, 20, 0, 145, 201, 3.060954, 1000000, 0, 0, 0, 0, 0, 0, 1.18521e-09, 1.17811e-06, 0, 0.00117811, 0.000000, 0.000000, 0.000100, 0.000000, 0.000000, 0.000100, 0.000800, 0.001000,  0.003900, 0.011300, 0.047600, 0.285600, 2.732600, 66.036200, 28.408500, 2.472300

LT, 30, 60, 10, 20, 0, 154, 323, 1.909145, 1000000, 0, 0, 0, 0, 0, 0, 1.33077e-10, 4.15489e-08, 0, 2.90075e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.001300, 0.001700, 0.008000,  0.024900, 0.089400, 0.419000, 2.640600, 33.190100, 52.439100, 11.080900, 0.104600
EC, 30, 60, 10, 20, 0, 154, 323, 3.046858, 1000000, 0, 0, 0, 0, 0, 0, 1.19257e-10, 1.17677e-07, 0, 0.000117676, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000000, 0.000400, 0.000900,  0.003300, 0.010300, 0.036100, 0.173600, 9.776600, 73.010400, 15.733500, 1.254800

LT, 30, 60, 10, 20, 0, 199, 355, 1.846205, 1000000, 0, 0, 0, 0, 0, 0, 4.279e-11, 1.82518e-08, 6.54647e-16, 1.81846e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.002100, 0.015100,  0.181600, 1.610400, 17.824600, 47.644300, 24.188200, 8.315700, 0.217200, 0.000600
EC, 30, 60, 10, 20, 0, 199, 355, 3.075243, 1000000, 0, 0, 0, 0, 0, 0, 5.18883e-12, 2.06837e-09, 5.72242e-16, 2.04829e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.001600,  0.002100, 0.010900, 0.456100, 65.203900, 30.833500, 3.341900, 0.149100, 0.000700

LT, 30, 60, 10, 20, 0, 1, 2, 1.826888, 999997, 3, 0, 2, 1, 0, 0, 0.000629806, 0.000906701, 3.21541e-12, 0.0189428, 0.000000, 0.000200, 21.624500, 42.344100, 19.286000, 8.691700, 3.803900, 1.872400,  1.142500, 1.012700, 0.216600, 0.005100, 0.000000, 0.000000, 0.000000, 0.000000
EC, 30, 60, 10, 20, 0, 1, 2, 3.454164, 1000000, 0, 0, 0, 0, 0, 0, 2.0919e-06, 2.59469e-06, 2.92555e-13, 8.94387e-05, 0.000000, 0.000000, 0.000000, 0.000000, 1.864200, 53.609200, 34.961500, 7.589700,  1.589300, 0.351500, 0.032400, 0.002000, 0.000200, 0.000000, 0.000000, 0.000000


LT, 30, 60, 100, 200, 0, 80, 230, 1.832158, 1000000, 0, 0, 0, 0, 0, 0, 2.63893e-09, 1.12227e-06, 6.97608e-16, 0.000741901, 0.000000, 0.000000, 0.000000, 0.000400, 0.001000, 0.003300, 0.012000, 0.039800,  0.160700, 0.846400, 7.368100, 63.279000, 25.656100, 2.580900, 0.052200, 0.000100
EC, 30, 60, 100, 200, 0, 80, 230, 8.611706, 1000000, 0, 0, 0, 0, 0, 0, 3.63366e-11, 2.60168e-08, 2.5524e-17, 2.49173e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000200, 0.000300, 0.001200,  0.005600, 0.048800, 0.364800, 50.773100, 43.328900, 4.943800, 0.485800, 0.047400

LT, 30, 60, 100, 200, 0, 70, 300, 1.876997, 1000000, 0, 0, 0, 0, 0, 0, 2.21996e-09, 9.092e-07, 1.7129e-15, 0.000604018, 0.000000, 0.000000, 0.000000, 0.000400, 0.001400, 0.002400, 0.006800, 0.032200,  0.170000, 1.150800, 19.968500, 61.284500, 15.940800, 1.423900, 0.018300, 0.000000
EC, 30, 60, 100, 200, 0, 70, 300, 3.065011, 1000000, 0, 0, 0, 0, 0, 0, 4.46459e-12, 8.49238e-10, 0, 7.32758e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.001300,  0.006000, 0.035700, 1.050100, 68.798200, 26.975800, 2.825300, 0.281700, 0.025500

LT, 30, 60, 100, 200, 0, 33, 65, 1.784562, 1000000, 0, 0, 0, 0, 0, 0, 5.30855e-09, 2.17911e-06, 1.28273e-14, 0.00177383, 0.000000, 0.000000, 0.000200, 0.000600, 0.002700, 0.010100, 0.039900, 0.255700,  2.279100, 34.129100, 50.893300, 11.309200, 1.054400, 0.025700, 0.000000, 0.000000
EC, 30, 60, 100, 200, 0, 33, 65, 3.122315, 1000000, 0, 0, 0, 0, 0, 0, 6.78023e-11, 4.8863e-08, 4.21336e-17, 4.86943e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000300, 0.000700, 0.002200,  0.038900, 0.206400, 32.017700, 58.998400, 7.846500, 0.808000, 0.076400, 0.004400

LT, 30, 60, 100, 200, 0, 30, 200, 1.886744, 999999, 1, 0, 0, 1, 0, 0, 3.61859e-09, 2.51825e-06, 2.14011e-15, 0.00235329, 0.000000, 0.000000, 0.000100, 0.000100, 0.000800, 0.002100, 0.009300, 0.048300,  0.345000, 3.110500, 39.388700, 44.921100, 11.302100, 0.863600, 0.008200, 0.000000
EC, 30, 60, 100, 200, 0, 30, 200, 3.057665, 1000000, 0, 0, 0, 0, 0, 0, 7.37726e-12, 3.89158e-10, 1.2954e-16, 2.94049e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.000900,  0.004300, 0.021400, 19.451100, 68.352400, 10.939900, 1.110600, 0.108600, 0.010400

LT, 30, 60, 100, 200, 0, 130, 250, 1.852365, 1000000, 0, 0, 0, 0, 0, 0, 2.13489e-09, 1.01159e-06, 7.88275e-16, 0.000910496, 0.000000, 0.000000, 0.000000, 0.000400, 0.001200, 0.003900, 0.012200, 0.043100,  0.167100, 0.814600, 6.063500, 61.791800, 28.231700, 2.813400, 0.057000, 0.000100
EC, 30, 60, 100, 200, 0, 130, 250, 3.083052, 1000000, 0, 0, 0, 0, 0, 0, 4.28169e-12, 9.42034e-10, 0, 6.31703e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.002300,  0.010100, 0.059300, 0.310200, 43.341000, 49.634500, 5.984900, 0.597600, 0.059700

LT, 30, 60, 100, 200, 0, 24, 55, 1.788464, 1000000, 0, 0, 0, 0, 0, 0, 3.96417e-09, 1.21574e-06, 2.10592e-14, 0.000774008, 0.000000, 0.000000, 0.000000, 0.000700, 0.001700, 0.008000, 0.048700, 0.376500,  4.952500, 50.003600, 36.510100, 7.430300, 0.656000, 0.011900, 0.000000, 0.000000
EC, 30, 60, 100, 200, 0, 24, 55, 3.188944, 1000000, 0, 0, 0, 0, 0, 0, 3.38858e-11, 1.95869e-08, 1.98667e-16, 1.95787e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000500, 0.001500,  0.006600, 0.083100, 47.416700, 46.450800, 5.421800, 0.560500, 0.055800, 0.002600

LT, 30, 60, 100, 200, 0, 190, 210, 1.890797, 999998, 2, 0, 0, 2, 0, 0, 5.94572e-08, 2.1037e-05, 7.58564e-15, 0.0102395, 0.000000, 0.000200, 0.000400, 0.002000, 0.007100, 0.025400, 0.072000, 0.280400,  1.142300, 11.378700, 69.548900, 15.990100, 1.493500, 0.058500, 0.000300, 0.000000
EC, 30, 60, 100, 200, 0, 190, 210, 8.667513, 1000000, 0, 0, 0, 0, 0, 0, 1.51233e-11, 7.85273e-10, 1.29664e-16, 6.14479e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.001100,  0.003200, 0.015400, 50.052800, 44.283700, 5.073100, 0.517400, 0.048400, 0.004500

LT, 30, 60, 100, 200, 0, 42, 244, 1.892008, 1000000, 0, 0, 0, 0, 0, 0, 1.08489e-09, 5.31781e-07, 2.77628e-15, 0.000496933, 0.000000, 0.000000, 0.000000, 0.000200, 0.001100, 0.001700, 0.010100, 0.042400,  0.252300, 1.944300, 25.831900, 56.625200, 14.057700, 1.220800, 0.012300, 0.000000
EC, 30, 60, 100, 200, 0, 42, 244, 3.065246, 1000000, 0, 0, 0, 0, 0, 0, 5.70966e-10, 5.30994e-07, 4.95976e-17, 0.000530185, 0.000000, 0.000000, 0.000000, 0.000100, 0.000100, 0.000100, 0.001200, 0.002900,  0.009900, 0.058200, 4.335400, 74.000700, 19.392200, 1.983300, 0.201500, 0.014400

LT, 30, 60, 100, 200, 0, 255, 315, 1.722531, 1000000, 0, 0, 0, 0, 0, 0, 1.41229e-08, 1.22788e-05, 1.39283e-15, 0.012263, 0.000000, 0.000100, 0.000000, 0.000700, 0.001200, 0.004500, 0.018400, 0.089100,  0.583000, 5.587200, 50.317800, 37.961600, 5.113600, 0.321000, 0.001800, 0.000000
EC, 30, 60, 100, 200, 0, 255, 315, 3.133594, 1000000, 0, 0, 0, 0, 0, 0, 5.91532e-12, 3.59739e-10, 0, 2.05541e-07, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000400, 0.002000,  0.017000, 0.183100, 6.092400, 73.813900, 17.878300, 1.814300, 0.185000, 0.013600

LT, 30, 60, 100, 200, 0, 72, 232, 1.868672, 1000000, 0, 0, 0, 0, 0, 0, 6.53572e-09, 4.862e-06, 1.2907e-15, 0.00476889, 0.000000, 0.000000, 0.000100, 0.000400, 0.000900, 0.002700, 0.010400, 0.039400,  0.167000, 0.905800, 8.627600, 63.788300, 24.063600, 2.349300, 0.044500, 0.000000
EC, 30, 60, 100, 200, 0, 72, 232, 3.052709, 1000000, 0, 0, 0, 0, 0, 0, 6.28689e-12, 2.4071e-09, 5.76283e-18, 2.21042e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000600, 0.001000,  0.004900, 0.049000, 0.380200, 54.960500, 39.701500, 4.411200, 0.451000, 0.040000

LT, 30, 60, 100, 200, 0, 175, 184, 1.667296, 999996, 4, 0, 1, 3, 0, 0, 1.0323e-07, 2.4628e-05, 3.17048e-14, 0.0129393, 0.000000, 0.000200, 0.001300, 0.005400, 0.020300, 0.076900, 0.193600, 0.499600,  1.994500, 59.878400, 33.722600, 3.363000, 0.241600, 0.002200, 0.000000, 0.000000
EC, 30, 60, 100, 200, 0, 175, 184, 3.233036, 1000000, 0, 0, 0, 0, 0, 0, 6.46847e-11, 6.77523e-11, 3.43219e-16, 1.66596e-08, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000300,  0.009000, 21.191400, 67.226500, 10.402600, 1.055800, 0.104400, 0.009600, 0.000400

LT, 30, 60, 100, 200, 0, 2, 7, 1.980820, 999991, 9, 0, 2, 7, 0, 0, 5.01307e-05, 7.70899e-05, 2.42233e-12, 0.0204474, 0.000000, 0.000200, 0.001500, 17.028600, 45.542300, 21.136000, 8.001400, 3.975000,  3.025200, 1.155500, 0.131100, 0.002300, 0.000000, 0.000000, 0.000000, 0.000000
EC, 30, 60, 100, 200, 0, 2, 7, 3.429360, 1000000, 0, 0, 0, 0, 0, 0, 1.51765e-09, 4.31905e-09, 2.0545e-14, 2.64874e-06, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000300, 0.010100, 0.294900,  52.513800, 41.937300, 4.719700, 0.474900, 0.045300, 0.003700, 0.000000, 0.000000

LT, 30, 60, 100, 200, 0, 14, 191, 1.976387, 1000000, 0, 0, 0, 0, 0, 0, 1.82014e-09, 9.99185e-07, 4.67704e-15, 0.000952013, 0.000000, 0.000000, 0.000000, 0.000300, 0.000600, 0.003400, 0.019600, 0.156700,  1.501100, 19.961300, 48.178900, 24.319000, 5.586600, 0.271500, 0.001000, 0.000000
EC, 30, 60, 100, 200, 0, 14, 191, 3.154889, 1000000, 0, 0, 0, 0, 0, 0, 5.06188e-11, 2.14294e-08, 5.35511e-16, 2.14032e-05, 0.000000, 0.000000, 0.000000, 0.000000, 0.000100, 0.000000, 0.000400, 0.001200,  0.002300, 1.424700, 71.423800, 24.342200, 2.522200, 0.255200, 0.027200, 0.000700

LT, 30, 60, 100, 200, 0, 29, 305, 1.770615, 999999, 1, 0, 1, 0, 0, 0, 7.26728e-10, 1.78796e-07, 4.59869e-15, 0.000108783, 0.000000, 0.000000, 0.000000, 0.000100, 0.001200, 0.003400, 0.011900, 0.070100,  0.499300, 10.727000, 56.135000, 28.330400, 3.972300, 0.247600, 0.001600, 0.000000
